date,platform,campaign_name,campaign_type,industry,device,impressions,clicks,cost,conversions,revenue
2024-04-23,Meta Ads,Campaign_93,Video,EdTech,Tablet,7742,5442,4857.67,2490.0,17828.37
2024-02-26,Meta Ads,Campaign_47,Shopping,EdTech,Desktop,19337,12413,4022.19,276.0,4237.48
2024-10-18,Google Ads,Campaign_37,Search,EdTech,Mobile,10503,2841,11.59,112.0,
2024-04-13,TikTok Ads,Campaign_9,Video,Finance,Desktop,9959,8068,3830.58,2235.0,11752.3
2024-06-21,Meta Ads,Campaign_45,Search,EdTech,Tablet,15743,7427,1530.69,413.0,4837.67
2024-07-06,Meta Ads,Campaign_66,Video,Ecommerce,Tablet,8549,5647,2503.12,5185.0,8849.61
2024-04-27,Google Ads,Campaign_103,Search,EdTech,Mobile,2555,1313,1462.58,294.0,1946.46
2024-01-31,Google Ads,Campaign_55,Shopping,Healthcare,Desktop,15592,5789,1073.14,436.0,4075.85
2024-12-31,Google Ads,Campaign_24,Shopping,Finance,Desktop,15369,7651,3185.45,5575.0,7377.07
2024-12-03,Meta Ads,Campaign_75,Search,Healthcare,Mobile,18691,1228,1357.05,1082.0,1928.87
2024-12-08,Meta Ads,Campaign_8,Search,Finance,Mobile,13752,5086,234.26,1264.0,828.08
2025-02-14,Meta Ads,Campaign_44,Video,EdTech,Tablet,15275,9080,509.46,5951.0,688.77
2024-08-05,Google Ads,Campaign_33,Shopping,Ecommerce,Tablet,10380,9298,4681.61,2224.0,2715.86
2024-09-29,TikTok Ads,Campaign_25,Video,Ecommerce,Mobile,6318,4118,3331.93,3796.0,12678.62
2024-01-28,Google Ads,Campaign_99,Shopping,Healthcare,Desktop,16211,7122,240.93,5842.0,1152.61
2025-01-31,TikTok Ads,Campaign_2,Search,Ecommerce,Desktop,7935,6093,261.78,226.0,545.16
2024-10-18,Meta Ads,Campaign_3,Video,Healthcare,Mobile,2005,1123,179.69,620.0,836.28
2024-11-08,Google Ads,Campaign_118,Video,Finance,Mobile,16923,14823,4451.08,13109.0,8185.22
2024-12-21,Meta Ads,Campaign_10,Shopping,Ecommerce,Tablet,2100,557,1686.73,524.0,
2024-08-17,Google Ads,Campaign_84,Shopping,Healthcare,Tablet,2158,2064,2320.48,883.0,6022.02
2024-06-23,Meta Ads,Campaign_105,Video,Ecommerce,Desktop,10704,10343,2876.78,2745.0,
2024-02-12,Google Ads,Campaign_100,Search,EdTech,Tablet,17908,8224,1740.48,6198.0,11.78
2024-04-13,TikTok Ads,Campaign_29,Search,Ecommerce,Desktop,18591,4426,1455.72,4320.0,1108.73
2024-11-07,Meta Ads,Campaign_75,Shopping,Healthcare,Desktop,19660,1102,2911.04,470.0,3481.0
2024-10-27,TikTok Ads,Campaign_11,Search,Ecommerce,Tablet,16616,9744,3098.67,5690.0,13125.88
2024-07-06,Google Ads,Campaign_47,Shopping,Ecommerce,Desktop,7006,3483,1725.96,1994.0,2507.0
2024-06-09,Meta Ads,Campaign_38,Shopping,Finance,Tablet,3313,2841,2486.56,,554.05
2024-07-28,Meta Ads,Campaign_74,Video,Ecommerce,Tablet,19167,3644,381.2,1145.0,1538.08
2024-07-27,TikTok Ads,Campaign_77,Video,EdTech,Tablet,1757,2,2406.67,1.0,8114.68
2024-07-05,Meta Ads,Campaign_62,Search,Healthcare,Tablet,13979,11755,3182.69,9797.0,6471.59
2025-01-05,Google Ads,Campaign_59,Search,Finance,Mobile,8548,7186,3111.72,6102.0,2957.81
2024-12-17,TikTok Ads,Campaign_94,Search,EdTech,Tablet,14122,8436,3786.55,,9029.03
2024-03-14,Google Ads,Campaign_92,Video,EdTech,Tablet,12474,3667,2494.48,2801.0,
2024-12-14,TikTok Ads,Campaign_108,Search,Ecommerce,Desktop,18601,4967,4041.38,2369.0,4967.01
2024-04-02,TikTok Ads,Campaign_113,Shopping,Healthcare,Mobile,2787,1461,4966.28,,
2024-12-14,Google Ads,Campaign_91,Video,Healthcare,Mobile,9821,7778,1377.74,3696.0,6836.64
2024-04-14,Google Ads,Campaign_65,Search,Finance,Desktop,18545,15417,509.02,,562.09
2024-10-08,TikTok Ads,Campaign_19,Search,Healthcare,Tablet,1772,732,2183.07,579.0,5639.94
2024-08-29,Google Ads,Campaign_93,Search,Healthcare,Tablet,10230,6297,3815.54,4647.0,16957.93
2025-01-19,TikTok Ads,Campaign_111,Shopping,Healthcare,Tablet,16998,13869,1821.77,11163.0,8011.2
2024-06-29,TikTok Ads,Campaign_109,Search,EdTech,Desktop,15523,13281,4123.94,3607.0,9552.98
2024-05-17,TikTok Ads,Campaign_103,Video,Ecommerce,Mobile,4276,824,2612.55,508.0,
2025-02-23,TikTok Ads,Campaign_41,Search,Ecommerce,Tablet,5634,383,955.59,178.0,3496.14
2025-01-13,TikTok Ads,Campaign_118,Shopping,Healthcare,Desktop,18233,2749,4083.9,868.0,7574.43
2024-06-10,TikTok Ads,Campaign_9,Search,EdTech,Desktop,2708,1991,2072.35,752.0,214.19
2024-04-11,Google Ads,Campaign_65,Shopping,Ecommerce,Tablet,10965,10744,1482.8,2832.0,5627.27
2024-07-16,Google Ads,Campaign_111,Shopping,Finance,Tablet,12067,1104,795.13,488.0,390.55
2024-09-18,Google Ads,Campaign_3,Search,EdTech,Mobile,508,125,4035.35,56.0,6967.88
2024-02-01,Meta Ads,Campaign_113,Shopping,EdTech,Tablet,18287,174,2481.29,,2022.69
2024-08-03,TikTok Ads,Campaign_29,Shopping,Finance,Mobile,18919,4173,4216.39,2873.0,
2024-01-13,Meta Ads,Campaign_99,Shopping,Healthcare,Tablet,17376,8112,2523.98,5287.0,10886.44
2024-11-23,TikTok Ads,Campaign_78,Shopping,EdTech,Desktop,1481,1112,1582.75,451.0,3968.87
2024-04-22,Meta Ads,Campaign_53,Shopping,Ecommerce,Tablet,11254,4690,3370.1,3250.0,
2024-02-28,Google Ads,Campaign_62,Video,Healthcare,Mobile,16523,1424,3663.5,901.0,1252.06
2024-08-02,Meta Ads,Campaign_87,Shopping,Healthcare,Desktop,16402,12253,4910.25,2606.0,18008.02
2024-01-06,Meta Ads,Campaign_69,Video,Ecommerce,Mobile,4855,2761,337.51,,302.69
2024-10-17,Meta Ads,Campaign_24,Video,Finance,Desktop,15441,11737,370.21,3802.0,956.6
2025-01-01,Meta Ads,Campaign_30,Search,Finance,Desktop,1518,229,460.33,19.0,1435.42
2025-03-18,TikTok Ads,Campaign_2,Search,Healthcare,Mobile,16194,13445,2253.43,1742.0,6575.02
2024-09-04,Meta Ads,Campaign_100,Video,Finance,Mobile,2642,1177,1065.43,265.0,35.6
2024-03-13,Google Ads,Campaign_46,Video,Healthcare,Desktop,8475,4396,2709.95,,2987.5
2024-12-06,TikTok Ads,Campaign_25,Shopping,EdTech,Mobile,8367,5285,3714.12,2704.0,16528.89
2024-06-18,Meta Ads,Campaign_84,Search,Healthcare,Tablet,2426,72,2947.27,26.0,9397.2
2024-03-09,TikTok Ads,Campaign_48,Video,Healthcare,Tablet,10996,8342,68.73,1134.0,73.68
2024-05-17,Meta Ads,Campaign_38,Shopping,EdTech,Tablet,8252,5041,2985.48,3010.0,5555.98
2024-07-27,Google Ads,Campaign_6,Shopping,Ecommerce,Tablet,10558,1993,3689.59,869.0,1262.92
2024-07-05,Google Ads,Campaign_2,Search,Finance,Tablet,5488,4027,4299.12,,
2024-12-19,TikTok Ads,Campaign_22,Shopping,Finance,Mobile,5307,741,3246.61,679.0,1039.02
2024-07-25,Google Ads,Campaign_55,Shopping,Finance,Desktop,13516,6915,2347.63,4351.0,
2024-07-20,Google Ads,Campaign_114,Shopping,EdTech,Mobile,8312,7552,802.31,1637.0,
2024-08-21,TikTok Ads,Campaign_25,Search,Ecommerce,Tablet,14638,13907,39.82,802.0,88.26
2024-04-19,Meta Ads,Campaign_49,Video,Finance,Tablet,14387,3927,1080.3,2200.0,4247.51
2025-02-28,Meta Ads,Campaign_5,Video,EdTech,Mobile,11087,7024,388.2,,677.2
2025-01-06,TikTok Ads,Campaign_112,Shopping,Ecommerce,Mobile,6219,2942,2295.95,2773.0,8287.57
2024-10-15,Meta Ads,Campaign_81,Video,EdTech,Desktop,11510,3687,3662.01,596.0,2954.56
2024-01-28,TikTok Ads,Campaign_78,Shopping,EdTech,Tablet,8690,7117,526.73,4729.0,1367.46
2024-06-23,Google Ads,Campaign_62,Search,EdTech,Tablet,15093,146,4799.31,117.0,13363.16
2025-01-19,Meta Ads,Campaign_93,Shopping,Ecommerce,Mobile,14665,14247,1018.34,6318.0,2783.56
2024-10-08,Google Ads,Campaign_67,Shopping,Finance,Mobile,4927,3388,4902.18,2972.0,2801.25
2024-09-09,TikTok Ads,Campaign_79,Search,Ecommerce,Tablet,13414,9012,3963.79,192.0,
2024-12-01,Google Ads,Campaign_115,Shopping,Finance,Mobile,10655,9359,2678.28,3893.0,10999.54
2025-03-05,Meta Ads,Campaign_57,Video,EdTech,Desktop,717,412,2022.84,338.0,135.2
2024-04-25,Google Ads,Campaign_49,Search,Finance,Desktop,11999,3719,908.62,2581.0,3852.22
2024-11-18,TikTok Ads,Campaign_3,Video,Finance,Tablet,6476,2604,4712.73,2382.0,
2024-12-13,TikTok Ads,Campaign_98,Search,Healthcare,Tablet,2890,2666,1088.34,2143.0,2633.72
2024-11-09,Google Ads,Campaign_99,Search,EdTech,Mobile,15768,10147,2740.16,5255.0,4798.06
2024-08-02,TikTok Ads,Campaign_3,Search,Healthcare,Desktop,2618,582,4452.05,91.0,20217.39
2024-02-23,TikTok Ads,Campaign_57,Search,EdTech,Desktop,489,484,782.38,244.0,2802.47
2024-06-26,TikTok Ads,Campaign_90,Shopping,Finance,Desktop,1629,733,3728.77,715.0,10900.46
2024-05-08,Meta Ads,Campaign_45,Search,Finance,Desktop,13680,383,1320.31,61.0,4201.06
2024-10-05,TikTok Ads,Campaign_70,Video,Ecommerce,Mobile,16140,922,315.7,867.0,1296.97
2024-03-19,Google Ads,Campaign_60,Video,Finance,Desktop,15899,12679,1320.02,8960.0,5863.95
2025-02-05,Meta Ads,Campaign_8,Shopping,Ecommerce,Desktop,2103,365,3681.14,186.0,12272.4
2024-03-01,Meta Ads,Campaign_67,Search,EdTech,Tablet,12031,5669,4515.47,2735.0,18092.31
2024-07-05,Google Ads,Campaign_115,Video,EdTech,Desktop,12638,11918,650.4,11663.0,
2024-12-21,TikTok Ads,Campaign_79,Shopping,Finance,Tablet,14334,12795,71.91,6644.0,224.27
2024-06-19,Meta Ads,Campaign_74,Search,EdTech,Mobile,13519,4804,2904.75,3196.0,10990.56
2025-01-23,TikTok Ads,Campaign_21,Video,Healthcare,Desktop,5395,2258,1857.43,1943.0,5879.44
2024-06-30,Meta Ads,Campaign_87,Shopping,Ecommerce,Mobile,5232,2217,4746.0,1944.0,8600.5
2024-03-04,TikTok Ads,Campaign_4,Search,EdTech,Desktop,3414,1448,3243.19,570.0,2533.04
2024-04-21,Google Ads,Campaign_119,Shopping,EdTech,Tablet,9941,7086,848.64,6864.0,
2024-11-17,Google Ads,Campaign_49,Video,Finance,Desktop,1319,1141,2679.68,,5384.65
2024-10-22,Meta Ads,Campaign_30,Search,Healthcare,Tablet,9802,8135,259.95,2923.0,
2024-06-29,TikTok Ads,Campaign_88,Shopping,Ecommerce,Tablet,13455,9133,4314.98,5866.0,4242.78
2025-01-07,Meta Ads,Campaign_110,Shopping,Ecommerce,Tablet,18643,10020,3015.2,1257.0,14183.1
2024-01-11,Meta Ads,Campaign_50,Shopping,Healthcare,Desktop,15627,13232,4689.83,3856.0,
2025-01-21,Google Ads,Campaign_40,Shopping,Healthcare,Tablet,14113,8954,504.89,4145.0,371.79
2024-01-13,Google Ads,Campaign_26,Video,Healthcare,Tablet,16575,13404,4133.09,861.0,7309.3
2024-01-31,TikTok Ads,Campaign_11,Video,Healthcare,Desktop,5457,4261,1356.83,,
2024-05-24,Google Ads,Campaign_119,Shopping,EdTech,Desktop,10692,1289,3119.99,1151.0,7610.19
2025-02-27,Google Ads,Campaign_15,Video,EdTech,Tablet,4920,2153,3625.03,225.0,12093.32
2024-07-19,TikTok Ads,Campaign_76,Video,EdTech,Tablet,7692,2896,79.12,,186.28
2025-01-31,Google Ads,Campaign_81,Search,Ecommerce,Desktop,226,47,3492.65,17.0,8973.5
2024-06-08,TikTok Ads,Campaign_102,Shopping,Finance,Mobile,5074,1881,1149.13,269.0,2138.38
2024-07-18,TikTok Ads,Campaign_72,Video,Ecommerce,Desktop,9949,5570,4128.55,1666.0,19138.38
2024-11-20,Meta Ads,Campaign_52,Search,EdTech,Mobile,11874,11145,1687.4,4482.0,4836.28
2024-05-06,Meta Ads,Campaign_114,Search,Healthcare,Mobile,4820,2809,1316.24,1619.0,
2024-11-10,Meta Ads,Campaign_111,Shopping,Ecommerce,Tablet,336,272,4742.51,57.0,14463.27
2025-02-04,Meta Ads,Campaign_103,Search,Healthcare,Desktop,15588,9712,772.46,8347.0,1660.73
2024-12-02,TikTok Ads,Campaign_116,Shopping,Ecommerce,Desktop,1756,237,3372.0,93.0,766.33
2024-06-30,TikTok Ads,Campaign_1,Shopping,EdTech,Desktop,3435,2526,174.56,564.0,382.44
2024-07-08,Google Ads,Campaign_107,Video,Finance,Tablet,3791,1288,557.96,139.0,784.07
2025-01-24,Meta Ads,Campaign_50,Video,Ecommerce,Mobile,15198,6416,3386.97,1504.0,15734.93
2024-04-24,Meta Ads,Campaign_63,Shopping,EdTech,Tablet,191,53,1172.13,7.0,176.43
2024-02-27,Google Ads,Campaign_52,Video,Healthcare,Mobile,9221,1051,3695.33,292.0,5203.32
2024-10-10,Google Ads,Campaign_42,Video,Healthcare,Mobile,3176,1251,1559.4,,615.49
2025-01-09,Meta Ads,Campaign_109,Search,EdTech,Desktop,13255,4567,461.8,4005.0,1374.35
2024-01-10,TikTok Ads,Campaign_67,Search,EdTech,Desktop,5698,1273,3309.57,919.0,12474.9
2024-12-16,Meta Ads,Campaign_84,Shopping,Healthcare,Tablet,19738,10703,4324.81,270.0,15507.05
2024-04-25,Meta Ads,Campaign_85,Video,Ecommerce,Mobile,2230,128,4701.1,88.0,20288.43
2024-10-03,Google Ads,Campaign_5,Video,Ecommerce,Tablet,13171,2341,1499.71,1788.0,3253.2
2024-05-30,TikTok Ads,Campaign_40,Video,Finance,Mobile,7279,1326,4657.77,470.0,13195.58
2024-08-24,Google Ads,Campaign_55,Search,Healthcare,Tablet,7347,1008,4004.9,711.0,
2024-11-02,Meta Ads,Campaign_11,Shopping,Finance,Mobile,1260,869,4478.49,860.0,15668.11
2024-08-10,Meta Ads,Campaign_85,Shopping,Finance,Tablet,17274,6078,4093.7,,5315.07
2024-11-16,Google Ads,Campaign_63,Video,Finance,Desktop,6686,1587,2289.64,856.0,7028.85
2024-01-17,Meta Ads,Campaign_90,Search,Ecommerce,Desktop,5454,1232,1754.1,21.0,7066.52
2024-05-22,Meta Ads,Campaign_27,Search,Ecommerce,Tablet,13136,4591,2828.44,,1974.24
2025-02-10,Google Ads,Campaign_34,Video,EdTech,Mobile,9460,1015,3396.0,674.0,
2024-01-14,Meta Ads,Campaign_13,Shopping,Healthcare,Tablet,17369,11795,3282.05,4485.0,9225.66
2024-05-01,Google Ads,Campaign_17,Shopping,EdTech,Desktop,7566,4114,3241.18,1003.0,11041.94
2024-08-26,Meta Ads,Campaign_68,Shopping,Healthcare,Desktop,5184,2402,2658.31,799.0,3696.37
2024-05-15,TikTok Ads,Campaign_43,Shopping,Ecommerce,Tablet,13699,4524,3550.57,1307.0,
2024-10-12,Meta Ads,Campaign_102,Video,Finance,Mobile,9772,961,2323.07,775.0,3677.27
2025-03-28,Meta Ads,Campaign_6,Video,Ecommerce,Desktop,16244,10972,4122.36,422.0,
2024-08-16,Meta Ads,Campaign_84,Video,Healthcare,Tablet,6763,3075,2168.85,2966.0,5936.92
2025-01-23,Meta Ads,Campaign_70,Shopping,Finance,Mobile,12734,3177,4828.74,,17585.57
2024-11-11,TikTok Ads,Campaign_14,Search,Finance,Mobile,18581,14191,4951.66,2806.0,
2024-08-02,Meta Ads,Campaign_25,Video,Ecommerce,Tablet,14586,9032,4435.6,1814.0,11020.15
2024-01-25,Meta Ads,Campaign_99,Video,Finance,Tablet,19480,1609,3452.03,717.0,13893.79
2024-09-14,Google Ads,Campaign_42,Video,Finance,Tablet,5578,1620,1523.01,,2131.4
2025-03-16,TikTok Ads,Campaign_47,Shopping,Healthcare,Desktop,5450,783,4289.78,240.0,20306.88
2024-09-19,TikTok Ads,Campaign_111,Shopping,Finance,Tablet,16459,9548,1376.2,5877.0,1868.14
2024-01-08,Google Ads,Campaign_90,Video,Ecommerce,Tablet,13179,2059,4028.24,140.0,4553.5
2024-10-11,TikTok Ads,Campaign_15,Shopping,Finance,Tablet,15972,9117,3313.98,6543.0,12577.99
2024-11-21,TikTok Ads,Campaign_36,Video,Finance,Desktop,12748,4713,3800.8,3092.0,2836.34
2025-01-08,Google Ads,Campaign_100,Video,Healthcare,Tablet,7108,949,1687.66,867.0,2080.21
2024-05-27,Google Ads,Campaign_32,Video,Finance,Mobile,931,840,3240.53,742.0,12808.53
2024-10-24,Google Ads,Campaign_106,Shopping,EdTech,Tablet,15946,3748,1353.22,277.0,
2024-05-09,Meta Ads,Campaign_60,Search,Healthcare,Desktop,8681,5308,2338.41,2462.0,4807.66
2025-02-13,TikTok Ads,Campaign_50,Shopping,Ecommerce,Mobile,14758,244,4116.37,158.0,16043.9
2024-09-16,TikTok Ads,Campaign_26,Shopping,Healthcare,Desktop,17755,7135,3904.6,320.0,11762.02
2024-10-31,Meta Ads,Campaign_60,Video,Finance,Desktop,13482,7498,758.88,6636.0,3581.64
2024-12-26,Meta Ads,Campaign_42,Shopping,Ecommerce,Desktop,3867,3864,3461.77,1119.0,10823.75
2024-01-12,Google Ads,Campaign_76,Video,Ecommerce,Desktop,1260,184,4984.55,106.0,14807.65
2025-02-11,Meta Ads,Campaign_27,Video,EdTech,Mobile,10079,3809,3156.88,1711.0,8652.14
2025-02-08,Meta Ads,Campaign_110,Video,Ecommerce,Desktop,5197,526,829.51,523.0,
2024-01-22,Meta Ads,Campaign_80,Search,Healthcare,Mobile,3981,673,753.44,127.0,3735.0
2025-03-27,Google Ads,Campaign_104,Shopping,Finance,Tablet,9311,7697,5.56,6437.0,6.06
2024-02-15,TikTok Ads,Campaign_44,Search,Ecommerce,Desktop,2014,1741,4513.53,709.0,2874.43
2024-07-24,TikTok Ads,Campaign_43,Search,Ecommerce,Tablet,6638,4651,4471.33,609.0,6444.34
2024-09-07,TikTok Ads,Campaign_5,Search,Ecommerce,Desktop,13666,8976,64.49,4571.0,274.45
2024-05-08,TikTok Ads,Campaign_96,Shopping,EdTech,Tablet,9726,7774,4944.18,3861.0,9638.67
2024-02-27,Google Ads,Campaign_111,Search,Ecommerce,Desktop,12853,1367,4977.84,53.0,20221.82
2024-12-29,Google Ads,Campaign_20,Search,EdTech,Tablet,7493,4103,1823.35,2076.0,6077.38
2024-03-26,TikTok Ads,Campaign_53,Search,Finance,Tablet,7954,7269,933.2,7130.0,
2024-03-17,Google Ads,Campaign_20,Shopping,Healthcare,Tablet,10450,4039,2617.82,2035.0,3901.54
2024-04-07,TikTok Ads,Campaign_19,Video,Finance,Desktop,6578,4875,240.46,4062.0,1121.2
2025-01-10,TikTok Ads,Campaign_11,Shopping,Ecommerce,Mobile,13680,8105,4049.62,1243.0,14785.6
2024-03-28,Google Ads,Campaign_13,Search,Ecommerce,Desktop,7833,1893,4556.7,651.0,
2025-03-13,Google Ads,Campaign_87,Search,EdTech,Desktop,3637,2163,3781.27,259.0,7794.7
2024-09-26,Meta Ads,Campaign_35,Video,Healthcare,Mobile,7707,746,4078.85,366.0,1564.7
2024-12-23,Meta Ads,Campaign_47,Search,Healthcare,Desktop,13007,1773,4363.28,,21506.72
2025-01-25,Google Ads,Campaign_50,Video,EdTech,Mobile,8435,6360,4772.83,3590.0,11393.13
2024-09-16,Google Ads,Campaign_71,Video,Finance,Mobile,2560,1771,190.43,948.0,664.79
2024-10-09,Meta Ads,Campaign_18,Search,Healthcare,Tablet,4386,3836,2701.39,919.0,
2024-02-08,Google Ads,Campaign_4,Video,Finance,Desktop,8750,7354,403.08,3102.0,1521.9
2024-09-09,Google Ads,Campaign_58,Video,EdTech,Desktop,7370,5185,1798.97,,1755.77
2024-01-30,Google Ads,Campaign_42,Search,Finance,Mobile,6533,4677,2347.59,1735.0,11686.75
2024-01-29,Google Ads,Campaign_107,Video,Ecommerce,Tablet,7797,861,4369.37,154.0,
2024-08-23,Meta Ads,Campaign_37,Video,Ecommerce,Tablet,13057,5811,272.83,5606.0,1231.01
2025-03-25,TikTok Ads,Campaign_6,Video,Ecommerce,Tablet,15966,14713,1322.36,4675.0,450.32
2024-04-28,Google Ads,Campaign_9,Video,Ecommerce,Desktop,11348,9782,2705.57,,2982.72
2024-09-27,TikTok Ads,Campaign_29,Shopping,EdTech,Tablet,6559,2774,2617.01,2244.0,8721.47
2024-12-14,TikTok Ads,Campaign_67,Shopping,Finance,Tablet,13650,13065,2990.05,2395.0,12779.56
2024-11-28,Google Ads,Campaign_71,Shopping,EdTech,Desktop,9906,556,2830.09,135.0,7894.16
2024-07-18,Google Ads,Campaign_89,Video,Healthcare,Mobile,19880,1813,2255.97,1431.0,6646.25
2024-05-13,TikTok Ads,Campaign_69,Shopping,Ecommerce,Desktop,1689,1517,830.37,1391.0,
2024-04-20,Google Ads,Campaign_104,Search,Healthcare,Desktop,19645,18203,3352.17,15674.0,6885.17
2024-01-25,Meta Ads,Campaign_82,Shopping,Finance,Desktop,2031,322,1576.82,5.0,1867.93
2025-03-14,TikTok Ads,Campaign_19,Shopping,EdTech,Mobile,2038,812,3908.16,369.0,12266.65
2024-08-01,TikTok Ads,Campaign_56,Video,EdTech,Desktop,6681,5133,2449.35,4469.0,9058.71
2025-02-13,TikTok Ads,Campaign_98,Shopping,EdTech,Desktop,10171,8890,4020.83,1312.0,1198.56
2024-02-15,TikTok Ads,Campaign_119,Video,Ecommerce,Desktop,15997,1366,676.09,,1338.66
2024-12-17,Meta Ads,Campaign_77,Shopping,Finance,Tablet,6040,3560,1514.15,2112.0,5305.02
2025-01-05,TikTok Ads,Campaign_40,Shopping,Finance,Tablet,19918,19680,2767.36,18324.0,2907.21
2024-10-22,Google Ads,Campaign_77,Search,EdTech,Mobile,1073,339,3723.68,133.0,3644.66
2024-05-13,TikTok Ads,Campaign_38,Video,Ecommerce,Tablet,12021,6772,2568.54,1627.0,83.02
2024-01-19,Meta Ads,Campaign_64,Search,Healthcare,Mobile,18061,2881,2869.25,1191.0,
2024-05-05,TikTok Ads,Campaign_98,Search,Healthcare,Desktop,6487,5868,981.47,1058.0,
2025-02-21,TikTok Ads,Campaign_18,Video,Ecommerce,Mobile,220,146,4565.21,24.0,4126.61
2024-02-08,TikTok Ads,Campaign_106,Video,Finance,Mobile,8236,7813,3077.1,2068.0,
2024-07-27,TikTok Ads,Campaign_99,Search,Healthcare,Mobile,4476,478,4317.4,14.0,6336.54
2024-11-25,Google Ads,Campaign_95,Search,Healthcare,Tablet,3332,787,3395.33,78.0,16924.86
2024-10-24,Google Ads,Campaign_36,Search,Healthcare,Mobile,15855,12478,688.15,7533.0,
2024-12-06,TikTok Ads,Campaign_29,Video,Finance,Tablet,14643,198,4658.49,129.0,18721.43
2024-05-09,Google Ads,Campaign_13,Video,EdTech,Desktop,18628,17118,1967.78,,
2024-11-10,TikTok Ads,Campaign_111,Video,Healthcare,Mobile,1605,697,3226.09,98.0,3745.89
2024-01-30,TikTok Ads,Campaign_49,Search,Healthcare,Tablet,2371,216,715.81,182.0,2296.21
2024-06-03,Meta Ads,Campaign_34,Search,Finance,Desktop,3793,1755,4377.44,1615.0,18794.5
2025-01-16,Meta Ads,Campaign_28,Shopping,EdTech,Desktop,6358,2181,3346.78,1944.0,4075.89
2024-04-21,Meta Ads,Campaign_59,Shopping,Ecommerce,Mobile,6221,687,1178.11,20.0,5132.15
2024-08-24,TikTok Ads,Campaign_27,Search,EdTech,Desktop,3968,2716,3234.19,190.0,10322.74
2024-06-13,Google Ads,Campaign_59,Shopping,Ecommerce,Tablet,9158,4267,4182.21,3158.0,3956.28
2025-01-02,Google Ads,Campaign_61,Shopping,EdTech,Mobile,11695,1412,4669.33,,10944.67
2024-03-10,TikTok Ads,Campaign_15,Video,Healthcare,Tablet,19323,11891,4431.9,5969.0,
2024-09-25,Google Ads,Campaign_34,Video,EdTech,Desktop,14894,5068,2913.14,,13276.85
2024-02-07,Meta Ads,Campaign_8,Shopping,Finance,Desktop,15708,7265,4399.57,1105.0,11169.58
2024-09-28,Meta Ads,Campaign_113,Shopping,Ecommerce,Desktop,13668,13261,2339.9,11831.0,9565.78
2024-03-09,TikTok Ads,Campaign_105,Search,Healthcare,Mobile,18934,4225,3731.81,596.0,15779.09
2024-06-05,Meta Ads,Campaign_110,Search,Finance,Tablet,6852,1449,2564.9,264.0,10544.66
2024-02-28,Google Ads,Campaign_28,Video,Ecommerce,Tablet,6240,512,1210.87,215.0,
2024-01-13,Meta Ads,Campaign_54,Search,Ecommerce,Mobile,7867,3653,269.15,2365.0,52.43
2024-12-19,Meta Ads,Campaign_68,Shopping,EdTech,Desktop,16678,4284,3865.92,425.0,613.18
2025-01-04,TikTok Ads,Campaign_29,Search,Finance,Desktop,13929,7942,3912.5,5415.0,7798.44
2025-02-14,Meta Ads,Campaign_72,Search,Finance,Mobile,18952,5882,1173.77,5550.0,1979.74
2024-04-08,Meta Ads,Campaign_30,Search,Finance,Tablet,19824,4631,935.62,1407.0,1363.02
2024-09-03,Meta Ads,Campaign_17,Video,Finance,Tablet,11475,2173,534.0,1522.0,160.81
2024-10-17,Meta Ads,Campaign_1,Search,Ecommerce,Desktop,13272,1230,3589.66,,5856.21
2024-06-16,Meta Ads,Campaign_80,Search,Healthcare,Desktop,6464,178,4298.23,128.0,18352.21
2024-10-28,Google Ads,Campaign_68,Video,Finance,Tablet,5823,3960,996.1,3770.0,1439.21
2024-12-26,Google Ads,Campaign_54,Shopping,Ecommerce,Desktop,2706,1,2236.01,1.0,7319.86
2024-10-08,Google Ads,Campaign_79,Search,EdTech,Tablet,17285,14380,1369.94,11360.0,6532.1
2025-02-16,Meta Ads,Campaign_35,Shopping,EdTech,Tablet,12472,3140,2540.71,1590.0,6069.02
2024-02-12,TikTok Ads,Campaign_105,Search,Ecommerce,Desktop,2460,545,3728.59,168.0,12985.96
2024-05-05,Google Ads,Campaign_97,Video,EdTech,Tablet,17587,9951,742.53,2565.0,3023.52
2024-07-05,Meta Ads,Campaign_58,Video,EdTech,Desktop,5801,4151,1812.51,719.0,1849.55
2024-06-14,Google Ads,Campaign_45,Video,Healthcare,Mobile,7366,2060,278.7,985.0,335.56
2024-05-16,Google Ads,Campaign_17,Search,Finance,Desktop,4823,2276,2419.3,824.0,
2024-09-30,Meta Ads,Campaign_112,Search,Ecommerce,Desktop,19385,18122,4422.39,1364.0,11820.15
2025-01-10,TikTok Ads,Campaign_107,Search,Ecommerce,Tablet,1552,72,1694.12,13.0,6250.69
2024-06-02,Meta Ads,Campaign_92,Search,Finance,Mobile,154,14,3719.53,11.0,7881.13
2024-05-10,TikTok Ads,Campaign_49,Shopping,Finance,Tablet,14785,14304,1496.16,11049.0,2335.45
2024-11-05,Meta Ads,Campaign_1,Search,Ecommerce,Desktop,7011,3701,2722.98,1798.0,
